efta_number,dataset,classification,sensitivity,justification,removed_lines,added_lines,is_interesting,llm_reasoning
EFTA02535414,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,4,1,"The removal and re-addition of the email address appears to be an attempt to conceal or manipulate evidence, rather than a genuine effort to protect privacy."
EFTA02535521,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,3,1,"The removal of names appears to be selective, as the sender's name 'Irina' is removed while the recipient's name remains, suggesting an attempt to conceal identities."
EFTA02536197,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,2,1,"The removal of a specific person's name (p.selana) and the addition of another instance of Jeffrey's name suggests an attempt to conceal or modify interactions between individuals."
EFTA02537121,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,1,1,"The removal of a specific person's name and location appears to be an attempt to conceal their identity, which could be relevant to the investigation."
EFTA02537194,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,3,1,"The removal of specific email addresses and the addition of a generic placeholder suggests an attempt to conceal identities or connections."
EFTA02537204,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,3,1,"The removal of a specific person's name ('svetlana') from the document, while adding a generic message, suggests an attempt to conceal or obscure information."
EFTA02537338,11,NAME_REMOVAL,MEDIUM,JUSTIFIED_PII,23,22,1,"The removal of names appears to be a routine redaction, likely protecting the privacy of individuals involved."
EFTA02537879,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,1,1,"The removal of specific names suggests an attempt to conceal identities, which could be indicative of a cover-up or obstruction of justice."
EFTA02537985,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,9,15,1,"The removal of specific names (Erika, Adil N=ji, Kay, Lesley Groff, Herve Salhi, Svetlana) and the alteration of others (Ino, alas, Bo) suggests an attempt to conceal identities or connections within the document."
EFTA02538260,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,1,1,"The removal of a specific email address followed by the addition of just the name suggests an attempt to conceal contact information, which is suspicious."
EFTA02538331,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,2,1,"The removal of specific email addresses appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA02538341,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,7,1,"The removal of specific names and email addresses appears to be an attempt to conceal identities, which could be relevant to the investigation."
EFTA02538356,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,8,1,"The removal of specific names and contact information appears to be an attempt to obscure connections or investigative leads, rather than a routine PII redaction."
EFTA02538434,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,1,1,"The removal of a specific email address and its replacement with just the name suggests an attempt to conceal or obscure connections, which is suspicious."
EFTA02538490,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,22,12,1,"The removal of specific names, such as Loris Nikolic and Sultan Bin Sulayem, appears to be an attempt to obscure connections between individuals involved in the case."
EFTA02538582,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,7,1,"The removal of specific names (Frida, Irina) and the addition of placeholder characters (< >) suggests an attempt to conceal identities or investigative connections."
EFTA02538969,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,4,1,"The removal of specific names (Svetlana and Laura Blokhina) from the document suggests an attempt to conceal identities, which may be indicative of suspicious activity."
EFTA02539404,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,4,1,"The removal of the sender's email address appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA02539420,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,5,1,"The removal of specific names and email addresses suggests an attempt to conceal identities, which could be indicative of a cover-up or obstruction of justice."
EFTA02539538,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,2,1,"The removal of a specific email address appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA02539595,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,4,1,"The removal of specific email addresses and phone numbers appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA02539727,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,2,1,"The removal of a specific person's name, followed by the addition of an altered version with a similar email address, suggests an attempt to conceal or alter identities."
EFTA02539822,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,7,1,"The removal of specific names, such as 'Jefffrey Epstein' and 'Glenn Dubin', appears to be an attempt to obscure the identities of individuals involved in the document."
EFTA02539890,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,6,1,"The removal of specific names (Lesley Groff, Eva, Celina) and the addition of similar text with minor changes suggests an attempt to conceal identities or connections."
EFTA02539941,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,5,1,"The removal of specific names (Jefffrey Epstein and Celina) from the email suggests an attempt to conceal connections or relationships, which may be relevant to the investigation."
EFTA02540430,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,6,1,"The removal of the recipient's name 'Jeffrey Epstein' and its replacement with a generic placeholder suggests an attempt to obscure the identity of the individual involved in the communication."
EFTA02540578,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,10,12,1,"The removal of specific names, such as 'joscha watson', 'chomsky', and 'thiel.hoffman', suggests an attempt to obscure connections or relationships between individuals."
EFTA02540965,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,21,29,1,"The removal of specific names and the addition of a modified version with some names restored suggests an attempt to conceal connections between individuals, which may be relevant to the investigation."
EFTA02541014,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,7,1,"The removal of specific names, such as 'Danny', 'Woody', and 'Blaine', suggests an attempt to obscure connections or relationships between individuals."
EFTA02541621,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,4,1,"The removal of specific names and addition of similar text with minor changes suggests an attempt to obscure or manipulate the document's content."
EFTA02542088,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,3,1,"The removal of specific names, such as 'Jackie Kalin', and the addition of similar text with minor changes suggests an attempt to conceal identities or investigative connections."
EFTA02542230,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal and re-addition of the email address suggests an attempt to conceal or manipulate contact information, which could be indicative of suspicious activity."
EFTA02542536,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal of 'Irina' from the original document and its replacement with a different name, 'Lesley Groff', suggests an attempt to conceal or alter information about individuals involved in the case."
EFTA02542582,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,2,1,"The removal of specific names, such as 'Simona', suggests an attempt to conceal identities or connections."
EFTA02542634,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,1,1,"The removal of a specific person's name, Mary Prusakova, suggests an attempt to conceal or obscure connections in the document."
EFTA02542678,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,4,1,"The removal of specific names, such as 'Ty' and the addition of a similar but altered name ('M') suggests an attempt to conceal identities or connections."
EFTA02542736,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal of a specific email address and the alteration of the text to include repetitive characters suggest an attempt to conceal or manipulate evidence."
EFTA02542805,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,2,1,"The removal of a specific name (Irina) from the document, while leaving the rest of the text intact, suggests an attempt to conceal or obscure information."
EFTA02543230,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,6,1,"The removal and re-addition of names appears to be a deliberate attempt to obscure connections between individuals, suggesting an intent to conceal investigative leads or relationships."
EFTA02543905,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,16,19,1,"The removal of specific names, such as 'anna leibana' and 'Richard Kahn', appears to be an attempt to conceal identities, which could be indicative of a cover-up or obstruction of justice."
EFTA02544173,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,4,1,"The removal of specific names and email addresses appears to be selective, potentially obscuring connections or relationships between individuals."
EFTA02544617,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,4,1,"The removal of specific names (margherita campe=lo) and email addresses appears to be an attempt to conceal identities, which could obscure investigative connections."
EFTA02544830,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal of specific names (Lynn and Jojo) from the document, while adding similar text with redacted characters, suggests an attempt to conceal identities or connections."
EFTA02544937,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,1,1,"The removal of a specific name, Nadia, from the document suggests an attempt to conceal or obscure information, which is suspicious in nature."
EFTA02545200,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal of specific names (Jeffrey Epstein and Irina) from the email headers suggests an attempt to obscure connections or relationships, which is suspicious in a document related to a high-profile investigation."
EFTA02546019,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,3,1,"The removal of the name 'Svet' appears to be an attempt to conceal a person's identity, which could be relevant to the investigation."
EFTA02546047,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,19,1,"The removal of specific names and email addresses appears to be an attempt to conceal identities, which could be indicative of a cover-up or obstruction of justice."
EFTA02546229,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,1,1,"The removal of 'Jeffrey' and addition of a redaction symbol (■) suggests an attempt to conceal the identity of the individual, which could be indicative of suspicious activity."
EFTA02546311,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,6,1,"The removal of specific names, such as 'Guerman Liev' and the alteration of email addresses, suggests an attempt to obscure connections or identities."
EFTA02546697,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,4,1,"The removal of a specific person's name ('Elen capri') from the document, while not necessarily PII, suggests an attempt to conceal or obscure information."
EFTA02547062,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,18,27,1,"The removal of specific names, such as 'Elen capri', appears to be an attempt to obscure identities, which could be indicative of a cover-up or concealment of investigative connections."
EFTA02547071,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific names, particularly 'Elen capri', suggests an attempt to conceal identities or connections in the investigation."
EFTA02547079,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,3,1,"The removal of a specific person's name ('Elen capri') from the document, while adding a similar message with 'My' instead, suggests an attempt to conceal or alter communication details."
EFTA02547190,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,14,1,"The removal of specific names, such as 'Elen capri', suggests an attempt to conceal identities or connections within the document."
EFTA02547196,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific names (Elen capri) and the addition of a generic name (EMI) suggests an attempt to conceal identities, which is suspicious in a document released by the DOJ."
EFTA02547256,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,8,1,"The removal of specific names ('Elen capri') and the addition of a generic name ('EMI') suggests an attempt to conceal identities, which is suspicious in an investigative context."
EFTA02547259,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,4,1,"The removal of specific email addresses and names appears to be an attempt to conceal communication records, which could be relevant to the investigation."
EFTA02547346,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,14,1,"The removal of specific names, such as 'Elen capri', suggests an attempt to conceal identities or connections within the document."
EFTA02547437,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,10,6,1,"The removal of specific names, such as 'Elen capri' and 'Su ject', suggests an attempt to conceal identities or connections in the document."
EFTA02547502,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific names, such as 'Elen capri' and 'Jeffrey epstein', appears to be an attempt to obscure connections between individuals involved in the case."
EFTA02547908,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,10,1,"The removal of specific names and email addresses suggests an attempt to conceal identities, which may be relevant to the investigation."
EFTA02548089,11,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,6,1,"The removal of specific text appears to be an attempt to conceal the identity or content of a communication, which could be relevant to the investigation."
